,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
10,10,['A new memorial has been unveiled to remember freeminers who died in mining accidents in the Forest of Dean.'],"['The 7ft (2.13m) monument made of steel and stone stands next to Pan Tod beacon on Ruardean Hill, Gloucestershire and records the names of 50 men. It has been built by ex-miner Ernie Hughes whose father Leslie died at the Northern United colliery in Cinderford in 1951, aged 45. Mr Hughes said he had wanted to set up the memorial ""all his life"".']",0.2142857142857143,0.024390243902439,0.1428571428571428,0.1428571428571428,27.10195561664217
11,11,"[""A review aimed at modernising Alderney's financial relationship with Guernsey is due to take a year.""]","['It follows concerns over the way public services in Alderney will be funded in the future. The review involves measuring all the islands\' public costs and revenue, including Guernsey States-owned airline Aurigny. Guernsey\'s Deputy Chief Minister Allister Langlois said there was ""a great deal of work to do"".']",0.1791044776119403,0.0,0.0895522388059701,0.0895522388059701,27.1602947241533
12,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","['By Meredith BakerBBC News, Johannesburg But the surge in mobile phone use - there are currently 695 million mobile phone subscribers in Africa - has given Africans a simple and pervasive means of sharing information and conducting business. In recent years, a few innovative African companies have found ways to harness the e-potential of mobile commerce and information sharing, changing the way in which Africans communicate and conduct business. SlimTrader, founded by Nigerian-American Femi Akinde, is an e-commerce firm that is meant to ease the exchange of goods and widen the online markets for Africans.']",0.1487603305785124,0.0,0.0991735537190082,0.0991735537190082,28.424519038480398
13,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"[""The wood and plastic booth was built around a patio door at Vicarage Court, Featherstone, in under three hours. Director Jagjit Singh, who built the pod with a staff member, posted a picture on the home's Facebook page and it got thousands of views and messages. Almost 50 care homes have been in touch to ask where they can get one.""]",0.247191011235955,0.0,0.1123595505617977,0.1123595505617977,33.64150954804172
14,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The six-week-old male bird was found at Loch Arkaig in Lochaber. The Scottish SPCA first took the chick to Inverness and then to its national rescue centre in Alloa for treatment. It will remain with the animal charity until it fledges at about 12-weeks-old and will then be released near the loch.'],0.144578313253012,0.0,0.1204819277108433,0.1204819277108433,25.83174108956913
15,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['LGSS Law is owned by three councils and was founded to offer a ""new model"" for public sector legal services. Critics called the fall in revenue and £1.2m loss in 2018-19 a concern while an independent councillor questioned the scrutiny of outsourced services. LGSS Law said its finances had improved and it expected a profit this year.']",0.2823529411764706,0.0963855421686747,0.2117647058823529,0.2117647058823529,30.935432181113597
16,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']","['By Laurence CawleyBBC News That search, which took place on Sunday and Monday, has now been called off after they were unable to ""find any trace of any animal"". The most likely explanation for the sighting now appears to be that the suspected big cat was Ginny Murphy\'s pet Teddy Bear, a three-year-old Maine Coon cat. The drama, which unfolded over the bank holiday, has amused those for whom tracking big cats is a day job.']",0.1495327102803738,0.0,0.0747663551401869,0.0747663551401869,23.94858176230735
17,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['Conner Marshall, 18, was beaten to death at Trecco Bay in Porthcawl in March 2015. Killer David Braddon, who was 26 at the time, pleaded guilty to murder and is serving a life sentence. Braddon was subject to two community orders at the time.']",0.16,0.0273972602739726,0.1333333333333333,0.1333333333333333,25.450255334678427
18,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['By Gerry HoltBBC News Sometimes seen as a ""working-class gong"", the BEM was founded in 1917 and was awarded for ""meritorious"" actions whether by civilians or military personnel. But the honour was scrapped in 1993 by former Conservative Prime Minister John Major, as part of his drive towards a ""classless"" society. However, nearly two decades on, the prime minister has announced its revival, and from next year, to coincide with the Queen\'s Diamond Jubilee, about 300 will be awarded annually to community volunteers.']",0.1551724137931034,0.0175438596491228,0.1034482758620689,0.1034482758620689,27.93843754859051
19,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","[""By Tara JohnBBC News Condolences flooded social media from journalists, businessmen academics, ambassadors and even flag-carrying Ethiopian Airlines after it was reported that Mr Simegnew's body was found in a car in the capital, Addis Ababa, on Thursday. The police are investigating the circumstances of his death. He died as a result of a bullet wound and a hand gun was found in his car, which was parked in Meskel Square in the city centre.""]",0.1923076923076923,0.0,0.0961538461538461,0.0961538461538461,25.32073146187801
20,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['Haniffa Bin Osman, 57, was sentenced to 37 months in prison by the district judge in Baltimore on Friday. He was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms. The attempts were made from April to September 2006 together with Haji Subandi, Erick Wotulo and Thirunavukarasu Varatharasa, a statement by the US Justice Department said.']",0.125,0.0212765957446808,0.0833333333333333,0.0833333333333333,24.98210963487381
21,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['A yellow alert is in place from Friday, with the Met Office saying there could be heavy downpours during any storms, with up to 50mm of rain in short bursts over two to three hours. It could lead to flash flooding in places, travel disruption, and the slight risk of power cuts. The alerts remain in place until 21:00 BST on Monday.']",0.1038961038961038,0.0,0.1038961038961038,0.1038961038961038,23.455814093551965
22,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"[""By Jonathan AmosBBC Science Correspondent, Bremen They have been examining rocks from the crater that the 15km-wide space object dug out of what is now the Gulf of Mexico some 66 million years ago. The team says it can see evidence in these materials for how life returned to the scene soon after the calamity. Descendants of these small organisms are likely thriving today in amongst the crater's smashed up materials.""]",0.1136363636363636,0.0,0.1136363636363636,0.1136363636363636,21.74959844143544
23,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","['Robert PestonEconomics editor One reason why this bank should stay afloat is because Co-op Group is injecting £462m into it. But even so, Co-op Group will emerge with a holding in the bank of just 30%. Or to put it another way, the value of its current 100% ownership of the bank is being valued at a big fat zilch.']",0.42,0.1428571428571428,0.26,0.26,35.509730398433774
24,24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]","[""The October event will include the UK premiere of crime drama Black Mass, starring Johnny Depp and Cumberbatch. The Lady in the Van, starring Dame Maggie as an elderly woman who lives on writer Alan Bennett's driveway, will have its European premiere in London. Bryan Cranston and Dame Helen Mirren's film Trumbo will have a gala screening.""]",0.3294117647058823,0.0963855421686747,0.1647058823529411,0.1647058823529411,37.55823132613024
25,25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],"['By Andrew PickenBBC Scotland News New figures from the administrator of the yard show £49.7m is owed to the Scottish government - nearly £5m more than previously revealed. A total of £426,000 is also owed to HMRC. The Scottish government said it provided two commercial loans totalling £45m to Ferguson Marine, on which interest applies.']",0.2933333333333333,0.1095890410958904,0.2666666666666666,0.2666666666666666,28.88007404978195
26,26,"['Aboriginal Australian actor ""Uncle"" Jack Charles says he has been refused taxi rides two times in three days.']","['By Ashley DonnellyBBC News, Sydney Mr Charles\' manager, Patrice Capogreco, said the actor may take legal action against the drivers and taxi company. The first incident occurred on Wednesday night after a Melbourne event where Mr Charles was declared Victorian Senior Australian of the Year. When Mr Charles tried to get in a taxi the driver allegedly demanded upfront payment because ""he might not pay"".']",0.144578313253012,0.0,0.072289156626506,0.072289156626506,25.868366117227488
27,27,"[""A photograph of a man sleeping in a McDonald's in Fayette County, Georgia, has gone viral - but perhaps not for the intended reason.""]","['By George PierpointBBC News The photograph was shared on a local Facebook group, with a caption stating it was ""just another reason... to leave Fayetteville"", along with an angry emoji. However, after it transpired the man was homeless and resting between working two shifts at the fast-food restaurant, the local community decided to offer support, rather than ridicule him.']",0.1428571428571428,0.0,0.0952380952380952,0.0952380952380952,28.444014841613065
28,28,"['Taxes must increase or services be cut to compensate for the loss of fuel tax income thanks to the advent of electric cars, the Treasury has admitted.']",['By Roger HarrabinBBC environment analyst Officials have been long concerned about the future loss of more than £30bn in revenue from drivers. In a new review the Treasury has acknowledged the problem in a way that will spark a debate about how driving should be taxed in the future. One idea would be to charge motorists for every mile they drive.'],0.2272727272727272,0.0697674418604651,0.1363636363636363,0.1363636363636363,28.52421571864121
29,29,['Performances at the Latitude Festival were suspended for about an hour after lightning and heavy rain caused the power to be turned off.'],"['Organisers of the event at Henham Park, Suffolk, said performances were paused on the Obelisk Arena Stage, the BBC Sounds Stage and the Lake stage, as a precaution. They were waiting for ""inclement weather to pass"" they said on Twitter. ""Lightning is the concern, not rain"" it said after people complained of delays.']",0.2894736842105263,0.0,0.1578947368421052,0.1578947368421052,32.45653036418093
30,30,['Celebrations have been held to mark the 200th anniversary of the opening of the Monmouthshire and Brecon Canals.'],"['Enthusiasts recreated the original opening of the waterway in 1812 at Pontymoile Basin with church bells sounding along the route. The 49-mile, canal built to transport coal and iron, winds its way south from Brecon to Cwmbran, Newport and Cwmcarn. Today it is popular with tourists on canal boat holidays.']",0.2318840579710144,0.0597014925373134,0.1739130434782609,0.1739130434782609,26.403340892475075
31,31,['Wind power firms warn they may take the government to court if they get caught in a political row over subsidies.'],"['By Roger HarrabinEnvironment analyst After conducting technical studies, the energy department proposed a subsidy cut of 10% for power from onshore wind. But the chancellor is under pressure from back-benchers to scrap subsidies, and is said to favour a 25% cut. The industry body, Renewable UK, says it may take legal action if the government makes a decision that overrides its own technical evidence.']",0.2325581395348837,0.0476190476190476,0.1395348837209302,0.1395348837209302,30.87061393577083
32,32,['A council has said it may temporarily remove a statue of Robert Baden-Powell from public view after critics accused the Scout movement founder of racism.'],"['Former Labour parliamentary candidate Corrie Drew said he was homophobic and ""an enthusiastic supporter of Hitler"". The website Topple the Racists said he committed ""atrocities against the Zulus in his military career"". However, some historians have argued the allegations are either unfair or entirely unfounded.']",0.0845070422535211,0.0,0.0845070422535211,0.0845070422535211,24.85665147581279
33,33,"['Almost three-quarters of universities in England are planning to charge the maximum £9,000 tuition fee for some or all of their courses, according to Office for Fair Access (Offa) figures.']","['By Sean CoughlanBBC News education correspondent The average fee level for 2014-15 will rise by about £150 to about £8,650. But the total amount to be spent on supporting poorer students will also rise to £708m, up from £672m. Offa director Les Ebdon said universities were spending ""increasingly smartly"".']",0.1686746987951807,0.0,0.1204819277108433,0.1204819277108433,25.197337999961324
34,34,"['An MSP has voiced her ""deep sadness"" over the killing of the founder of the first Buddhist monastery in the UK.']","['Dr Akong Rinpoche set up the Samye Ling Tibetan centre in Dumfries and Galloway in 1967. A statement from police in the Chinese city of Chengdu on Tuesday said Dr Rinpoche, his nephew and his driver had been killed in a residential area. Dumfriesshire MSP Elaine Murray said he had been an influential figure in southern Scotland and beyond.']",0.15,0.0256410256410256,0.1,0.1,20.19381641267633
35,35,['Google has gained hundreds of patents from IBM as it continues its intellectual property spending spree.'],"['It has acquired 187 patents and 36 applications, adding to the 1,000 it purchased from IBM last summer. The latest patents include a system for ""using semantic networks to develop a social network"". Google has spent billions building its technology rights portfolio, including a $12.5bn (£7.7bn) deal for Motorola Mobility.']",0.2028985507246377,0.0597014925373134,0.144927536231884,0.144927536231884,28.446034861315127
36,36,['Lunchtime can be the highlight of any working day - until you open the fridge door to find your lunch has vanished.'],"[""The extent of the problem was highlighted after a man's Twitter thread documenting the theft of a co-worker's shrimp fried rice was liked more than 400,000 times. Los Angeles-based Zak Toscani said his colleague was able to trace the person responsible by watching CCTV footage. The plot thickened when it was revealed a colleague had binned the fried rice.""]",0.0941176470588235,0.0,0.0941176470588235,0.0941176470588235,24.635187812384547
37,37,"['Some house sales are falling through because of delays to property searches during the Covid-19 pandemic, a solicitor has warned.']","['Solicitors ask local authorities to carry out the searches on issues including planning and traffic. Telor Dyer, a residential conveyancer in Carmarthenshire, said waiting times in some parts of Wales had doubled to 30 working days. Pembrokeshire council said it had a backlog after the lockdown in March.']",0.1739130434782608,0.0,0.1159420289855072,0.1159420289855072,26.690201029966275
38,38,"['A cocaine-user stabbed his grandmother 30 times after building up a £35,000 gambling debt, a court was told.']","[""Gregory Irvin is alleged to have murdered 74-year-old Anne James during a visit to her home in Doveridge Place, Walsall, in February. Prosecutor Rachel Brand QC said blood matching that of Mrs James was found on Mr Irvin's jacket and the accelerator of his Mini after her death. Mr Irvin, 26, of Bilboe Road, Bilston, denies murder.""]",0.1,0.0,0.075,0.075,18.44613913980833
39,39,"[""Bullfighting fans in Catalonia have seen the last fights before a ban on the age-old tradition comes into effect in Spain's north-eastern region.""]","[""About 20,000 spectators filled Barcelona's famous Monumental arena, where top matadors performed. Lawmakers voted for the ban last year - the first in mainland Spain - after 180,000 people signed a petition. They say the bullfighting is barbaric, but opponents say they will challenge the ban in Spain's top court.""]",0.2564102564102564,0.0526315789473684,0.1794871794871794,0.1794871794871794,30.50066023830197
40,40,"[""A major campaign's been launched to help stop small music venues closing.""]","['By Hannah MooreNewsbeat reporter Around a third of the UK\'s small gig spaces have closed in the past decade, according to Music Venue Trust. ""These venues are run by passionate people who really want live music to happen in their local town or city, they\'re not profit making"" says CEO Mark Davyd. The charity\'s Fightback 2017 campaign will raise money to help venue owners.']",0.1999999999999999,0.0256410256410256,0.1249999999999999,0.1249999999999999,24.436762224302257
41,41,['A scheme has been set up which aims to bring uninhabitable properties back into use in Cornwall.'],"['Cornwall Council plans to provide low-interest finance for owners who cannot raise money through conventional lenders for renovations. The council says there are more than 3,500 uninhabitable properties in the county. It is holding an open day on Friday in St Austell to provide more information about the Empty Property Loan Scheme.']",0.1690140845070422,0.0289855072463768,0.1126760563380281,0.1126760563380281,33.00785892130236
42,42,"[""The crisis in Ukraine has refocused minds at the North Atlantic Treaty Organization (Nato) on the threat posed by Russia and the need to improve the alliance's collective defence capability.""]","[""By Jonathan BealeDefence correspondent, BBC News At this week's summit in Newport in Wales, Nato heads of state will agree on a Readiness Action Plan to respond to such crises. It will involve setting up a new spearhead force of 4-5,000 troops, ready to deploy within 48 hours. The alliance is also committed to boosting its intelligence gathering and sharing with the use of spy planes and unmanned drones.""]",0.2135922330097087,0.0198019801980198,0.116504854368932,0.116504854368932,27.424978649891766
43,43,"[""Royal Bank of Scotland (RBS) has sold Coutts International, the overseas arm of the private bank, to Switzerland's Union Bancaire Privee (UBP).""]","[""A spokesperson for Coutts International said both parties had agreed not to disclose the price of the deal. The bank has been owned by RBS since 2000, managing assets of more than $30bn (£20.2bn). The sale is part of RBS's policy of selling international assets to create a UK-focused bank.""]",0.3157894736842105,0.054054054054054,0.1842105263157895,0.1842105263157895,30.805878748743
44,44,['The Bloodhound vehicle has become the third fastest British car of all time - unofficially.'],"[""By Jonathan AmosBBC Science Correspondent The arrow-shaped racer clocked a speed of 461mph (741km/h) as it powered across a dried-out lakebed in southern Africa's Kalahari desert on Friday. This mark tops the 403mph (648km/h) recorded by Donald Campbell in his Bluebird CN7 car in 1964. The only British cars to have gone faster are Thrust2 and Thrust SSC which both got well above 600mph (965km/h).""]",0.1176470588235294,0.0,0.0705882352941176,0.0705882352941176,20.770166261452744
45,45,"[""Ten years ago, two deadly bombs ripped through two nightclubs on the Indonesian island of Bali and killed 202 people - mostly foreigners on holiday. The attacks changed the image of Indonesia as a safe place to visit and dealt a deadly blow to Bali's booming tourist trade.""]","['By Karishma VaswaniBBC News, Jakarta Ni Luh Erniati remembers that day vividly. ""No one wanted to tell me what happened to my husband,"" she said, trying to contain her tears. ""He was the bartender at the Sari Club that night.']",0.0909090909090909,0.0,0.0454545454545454,0.0454545454545454,19.62276431617756
46,46,"['In 2015, an unassuming-looking Bill Gates came on stage at the TED conference in Vancouver to issue a dire warning.']","['By Jane WakefieldTechnology reporter ""If anything kills over 10 million people over the next few decades, it is likely to be a highly infectious virus rather than war,"" he told the audience. His prescient words picked up some coverage at the time, including from the BBC - but largely went unheeded. But now, the video of this talk has now been viewed more than 64 million times - with many people more interested in the reasons behind that speech than the talk itself.']",0.0980392156862745,0.02,0.0588235294117647,0.0588235294117647,19.887312883049507
47,47,['Prince Harry and Meghan have moved into their new home in Windsor ahead of the birth of their first child.'],"['It was announced last year the Duke and Duchess of Sussex would be leaving Kensington Palace. Their new home - Frogmore Cottage - sits in the grounds of Frogmore House, where they held their wedding reception in May 2018. Extensive renovations were carried out at the property in preparation for the move.']",0.2571428571428572,0.0588235294117647,0.2285714285714285,0.2285714285714285,27.381820607054458
48,48,['A US soldier captured by the Taliban for five years has pleaded guilty at a military court in North Carolina to desertion and misbehaviour before the enemy.'],"['Army Sergeant Bowe Bergdahl now faces the possibility of life imprisonment. Who is Bowe Bergdahl? Sgt Bergdahl was released in March 2015, five years after being captured by Afghan Taliban, in a controversial exchange for five Taliban officials being held at Guantanamo Bay. The prisoner swap came after secret talks between the US government and the Taliban, brokered by Qatar.']",0.2988505747126436,0.0941176470588235,0.1839080459770115,0.1839080459770115,30.73048164150846
49,49,['A dental student accused of plotting to commit an act of terrorism in the UK told police he bought 500 ball bearings and a catapult to use for hunting.'],"['Mohammed Awan, whose brother Rizwan Awan killed dozens of people in a bomb blast in Iraq in 2016, was arrested after buying the items online. Sheffield Crown Court heard he told police he was a keen fisherman and was researching hunting with a catapult. Mr Awan, 24, from Huddersfield, denies three terrorism-related charges.']",0.2891566265060241,0.074074074074074,0.216867469879518,0.216867469879518,32.32005292624219
50,50,['An attempted car bomb attack in Belfast city centre has been widely condemned.'],"['Police have said the bomb contained 60k (132lbs) of home-made explosives. Shoppers at Victoria Square and nearby residents had to be evacuated overnight and there was traffic disruption throughout much of the city centre. Peter Robinson, NI first minister ""People are appalled at the mentality of people who carry out these kind of activities.']",0.088235294117647,0.0303030303030303,0.088235294117647,0.088235294117647,22.484938185052343
51,51,['A new £25m sports complex with an Olympic-sized swimming pool has been floated by council bosses as the solution to ageing leisure facilities in Winchester.'],"['The new centre would replace the 42-year-old River Park Leisure Centre which needs at least £3m of repairs. Winchester City Council has agreed to develop plans to build a new out-of-town centre at Bar End. If it goes ahead, it is expected to take three years to complete.']",0.2051282051282051,0.0263157894736842,0.1025641025641025,0.1025641025641025,26.8989017695858
52,52,['Russian opposition leader Alexei Navalny has been sentenced to 15 days in prison for handing out leaflets to publicise a forthcoming demonstration.'],['His imprisonment bars him from taking part in the planned rally on 1 March. Navalny was given a suspended sentence for defrauding two firms in December. He says the legal cases against him are motivated by his opposition to President Vladimir Putin.'],0.1874999999999999,0.0,0.0937499999999999,0.0937499999999999,31.50773029534942
53,53,"['A bridge, which was saved from demolition as part of a campaign when the M5 motorway was built, could soon have water flowing underneath it again.']","['Westfield canal bridge near Stonehouse, Gloucestershire, was saved in 1969 by a woman who stood on it for a day to prevent workmen from blowing it up. A scheme to restore the Stroudwater Canal includes plans to reinstate the waterway beneath it. A £15m bid for Heritage Lottery cash for the project has begun.']",0.2,0.0256410256410256,0.175,0.175,31.31771339033085
54,54,['A chronology of key events:'],"['870s - First Norse settlements on Iceland. Previous inhabitants were a small number of Irish monks. 930 - An annual parliament - the Althing - established, to make laws and solve disputes.']",0.1212121212121212,0.0,0.1212121212121212,0.1212121212121212,11.164474710048731
55,55,['The president of Sri Lanka has said foreign judges and prosecutors should not be involved in an investigation into allegations of war crimes.'],"['By Azzam AmeenBBC Sinhala, Colombo In a BBC interview, President Maithripala Sirisena said the country did not need to ""import"" specialists. Both the army and the Tamil Tiger rebels are accused of atrocities in the civil war that ended in 2009. The government previously backed a UN resolution calling for a war crimes court supported by foreign judges.']",0.271604938271605,0.050632911392405,0.1481481481481481,0.1481481481481481,31.679707609019708
56,56,"['Girls start to see themselves as less innately talented than boys do when they are only six years old, a group of US researchers has said.']","['By James GallagherHealth and science reporter, BBC News website They said the ""disheartening"" results suggested the problem could snowball to affect future careers. The study on 400 children, in the journal Science, initially found both five-year-old boys and girls thought their own gender was ""brilliant"". But then only one year later, gender differences had emerged.']",0.1686746987951807,0.0,0.072289156626506,0.072289156626506,24.34482352638772
57,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['Energy secretary Greg Clark told MPs on Monday that public money could also be invested into Wylfa Newydd. The proposal has been on the horizon for a number of years, but ministers say the latest development is a major step forward. It is hoped work on the new plant could begin by 2020.']",0.1917808219178082,0.0,0.136986301369863,0.136986301369863,21.353271979127577
58,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],"['The event was cancelled in September 2010 after potentially toxic algae was discovered in the water by the Environment Agency. In an effort to avoid a repeat, the 2011 event has been scheduled for earlier in the year. Organisers are expecting about 10,000 swimmers to participate in the three-day event.']",0.2028985507246377,0.0298507462686567,0.0869565217391304,0.0869565217391304,29.306314606212556
59,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['The Advertising Standards Authority (ASA) said the WeetaKid app prompts such as ""What?! No Weetabix?!"" were persuasive and negative. The Northamptonshire-based firm said it took ""great care"" to ensure that its marketing complied with regulations. There had been a complaint that the app could make children feel ""unpopular"".']",0.2571428571428572,0.0294117647058823,0.1714285714285714,0.1714285714285714,29.915863806103065
60,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']","['The officer was pursuing a stolen bike in Coventry when he was knocked over in Stoney Stanton Road on Wednesday. The officer was taken to hospital but discharged with ""bumps, bruises and a bit of shock"". West Midlands Police Road Harm Reduction Team tweeted it was ""not what any of us come into work for"".']",0.2307692307692307,0.0263157894736842,0.1282051282051282,0.1282051282051282,32.29725997371662
61,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],"['Welsh ministers are awaiting a report into criteria deciding who is eligible for operations which could mean surgery is available for the less obese. The review is also considering the cost to the NHS of changing guidelines. One surgeon said Wales should eventually lower the threshold at which people qualify for NHS-funded surgery, as recommended by a health watchdog.']",0.2531645569620253,0.0259740259740259,0.1518987341772152,0.1518987341772152,28.588096667009754
62,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],"['The 30-year-old heptathlete gets the award for her services to athletics. Dame Jessica, who won gold at London 2012 Olympics and silver four years later in Rio, announced her retirement from the sport in October. Paralympic gold medallists Grace Clough and Will Bayley have both been honoured with MBEs.']",0.1791044776119402,0.0,0.0895522388059701,0.0895522388059701,24.34622298773092
63,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]",['The protest on 9 February was over the 2013 hanging of Kashmiri man Mohammed Afzal Guru and allegedly saw the chanting of anti-India slogans. Police arrested JNU student union head Kanhaiya Kumar on sedition charges but also named five other organisers. The arrest led to protests and clashes in Delhi and universities across India.'],0.1842105263157894,0.0,0.0789473684210526,0.0789473684210526,35.56457518724648
64,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","[""Those that buy euros at the airport can expect to receive around 98 euro cents for their pound. Better rates can be found by buying in advance, with the Post Office offering €1.0819. But that's still a long way from the summer of 2015, when tourists were getting at least €1.32 for their pound.""]",0.136986301369863,0.0,0.0821917808219178,0.0821917808219178,24.47479225617245
